"id","name","value","familiar_cost_points","familiar_grant_points","is_handicap","activation","type","source_line","effect"
"tuons-la-bete","Tuons la bête","3000","300","","False","Permanent","Neutre","2549","Le personnage choisit un monstre sur lequel, il infligera automatiquement son niveau en dégât supplémentaire lorsqu’il touchera celui-ci."
"unicite","Unicité","3000","300","","False","Permanent","Neutre","2550","Les ouvrages du personnage (dans son domaine) ne peuvent êtres recopiés. Son travail lui est si propre que quelqu’un ayant les connaissances suffisantes pourra déterminer la personne qui à fabriquer l’objet en question."
"vade-retro","Vade rétro","2000","200","","False","Permanent","Classe","2551","Additionne le niveau au nombre de dés lorsque le personnage effectue un exorcisme."
"vegothropie","Vegothropie","1200","120","","False","Permanent","Neutre","2552","Le personnage peut se transformer en plante. La durée de la transformation est de 10 minutes. La plante en question est relative au personnage."
"velocite","Vélocité","600","60","","False","Permanent","Neutre","2553","Diminue de 3 la difficulté de course."
"ventre-du-magicien","Ventre du magicien","4000","400","","False","Permanent","Neutre","2554","Le familier peut, en se nourrissant, sustenter son magicien."
"ventre-vide","Ventre vide","2000","200","","False","Permanent","Neutre","2555","Lorsque le personnage tente d’obtenir de la nourriture, ses actions ont une difficulté diminuée de 1 par point dans cet attout."
"verrouillage-de-souvenir","Verrouillage de souvenir","7000","700","","False","Ephémère","Neutre","2556","Le personnage peut mettre un verrou sur un souvenir d’une personne, de manière à ce que elle-ci n’y ait plus accès, même si on essaye de le lui rendre la mémoire."
"victime","Victime","8000","800","","False","Permanent","Neutre","2557","Le personnage peut choisir 1 être vivant (qu’il voit) et saura en permanence dans quelle direction aller pour retrouver celui-ci. Il peut décider de changer d’être quand il le souhaite."
"vision","Vision","2","0.2","","False","Permanent","Neutre","2558","La vision est représentée en pourcentage, ce qui signifie qu’un homme en bonne forme possède une vision de 100%. Un personnage ayant 200% en vision verra donc deux fois plus loin et plus précisément."
"vision-nocturne","Vision nocturne","1000","100","","False","Permanent","Neutre","2559","Le personnage est nyctalope."
"vision-thermique","Vision thermique","4000","400","","False","Permanent","Neutre","2560","Permet au personnage de voir toutes sources de chaleur. Celles-ci brillent, ce qui les rend donc visibles même dans le noir total."
"visions-cauchemardesques","Visions cauchemardesques","4000","400","","False","Ephémère","Neutre","2561","En touchant un être, le personnage peut lui faire voir (sous forme d’un flash) des visions du mal qu’à fait le personnage. Ces visions durent 1 DT par niveau."
"voix-intense","Voix intense","2000","200","","False","Permanent","Classe","2562","Additionne le niveau au nombre de dés lorsque le personnage chante."
"voix-surnaturelle","Voix surnaturelle","5000","500","","False","Permanent","Neutre","2563","Le personnage peut, quand il le désire, moduler sa voix qui devient alors plus impressionnante mais d’aspect non naturel. Quand le personnage utilise sa voix surnaturelle, il additionne son niveau au nombre de dès lors d’un jet de charisme."
"vol","Vol","2000","200","","False","Permanent","Neutre","2564","Le personnage peut voler. Que ce soit grâce à des ailes, une faculté mentale ou autres, celui-ci peut se déplacer librement dans les airs."
"vol-de-familier","Vol de familier","20000","2000","","False","Permanent","Neutre","2565","Le magicien peut détourner le lien qui relie un autre magicien à son familier et rediriger ce lien vers lui-même. De la sorte, le personnage peut avoir un familier supplémentaire. Ce nouveau familier reste lié et au service du personnage aussi longtemps que l'atout est actif sur lui. La mort du familier entraîne un retour de celui-ci à son propriétaire d'origine."
"vol-de-secret","Vol de secret","6000","600","","False","Ephémère","Neutre","2566","Le personnage peut entendre pendant 1 minute par niveau ce qu’un autre personnage se dit mentalement. Il peut également voir les images que celui-ci s’imagine. Toutefois, pour pénétrer le mental de quelqu'un, le personnage utilisant cet atout doit vaincre sa cible sur un jet d’intelligence réciproque (difficulté de 7). Sa cible doit être à porter de vue."
